timestamp,title,cve_ids,CVSS,Column4,risk_rating,exploitation_state,exploit_availability,detection,analyst comment,Refs,predicted_risk_rating,cisa_known_exploited
3/13/2025,Microsoft March Patch Tuesday: Windows Mark of the Web Security Feature Bypass Vulnerability,CVE-2025-24061,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24061,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Windows  Domain Name Service Remote Code Execution Vulnerability,CVE-2025-24064,8.1,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24064,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Kernel Streaming Service Driver Elevation of Privilege Vulnerability,CVE-2025-24066,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24066,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Kernel Streaming Service Driver Elevation of Privilege Vulnerability,CVE-2025-24067,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24067,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: ASP.NET Core and Visual Studio Elevation of Privilege Vulnerability,CVE-2025-24070,7,25,LOW,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24070,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Windows File Explorer Spoofing Vulnerability,CVE-2025-24071,7.5,25,LOW,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24071,LOW,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Local Security Authority (LSA) Server Elevation of Privilege Vulnerability,CVE-2025-24072,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24072,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Excel Remote Code Execution Vulnerability,CVE-2025-24075,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24075,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Windows Cross Device Service Elevation of Privilege Vulnerability,CVE-2025-24076,7.3,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24076,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Word Remote Code Execution Vulnerability,CVE-2025-24077,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24077,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Word Remote Code Execution Vulnerability,CVE-2025-24078,7,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24078,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Word Remote Code Execution Vulnerability,CVE-2025-24079,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24079,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Office Remote Code Execution Vulnerability,CVE-2025-24080,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24080,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Excel Remote Code Execution Vulnerability,CVE-2025-24081,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24081,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Excel Remote Code Execution Vulnerability,CVE-2025-24082,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24082,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Office Remote Code Execution Vulnerability,CVE-2025-24083,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24083,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Windows Subsystem for Linux (WSL2) Kernel Remote Code Execution Vulnerability,CVE-2025-24084,8.4,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24084,HIGH,not available
3/13/2025,Microsoft March Patch Tuesday: Windows Win32 Kernel Subsystem Elevation of Privilege Vulnerability,CVE-2025-24983,7,25,LOW,Confirmed,Privately Held,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24983,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Windows NTFS Information Disclosure Vulnerability,CVE-2025-24984,4.6,25,LOW,Confirmed,Privately Held,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24984,LOW,not available
3/13/2025,Microsoft March Patch Tuesday: Windows Fast FAT File System Driver Remote Code Execution Vulnerability,CVE-2025-24985,7.8,25,MEDIUM,Confirmed,Privately Held,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24985,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Azure Promptflow Remote Code Execution Vulnerability,CVE-2025-24986,6.5,25,LOW,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24986,not available,not available
3/13/2025,Microsoft March Patch Tuesday: Windows USB Video Class System Driver Elevation of Privilege Vulnerability,CVE-2025-24987,6.6,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24987,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Windows USB Video Class System Driver Elevation of Privilege Vulnerability,CVE-2025-24988,6.6,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24988,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Windows NTFS Information Disclosure Vulnerability,CVE-2025-24991,5.5,25,LOW,Confirmed,Privately Held,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24991,LOW,not available
3/13/2025,Microsoft March Patch Tuesday: Windows NTFS Information Disclosure Vulnerability,CVE-2025-24992,5.5,25,LOW,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24992,LOW,not available
3/13/2025,Microsoft March Patch Tuesday: Windows NTFS Remote Code Execution Vulnerability,CVE-2025-24993,7.8,25,MEDIUM,Confirmed,Privately Held,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24993,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Windows Cross Device Service Elevation of Privilege Vulnerability,CVE-2025-24994,7.3,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24994,not available,not available
3/13/2025,Microsoft March Patch Tuesday: Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,CVE-2025-24995,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24995,not available,not available
3/13/2025,Microsoft March Patch Tuesday: NTLM Hash Disclosure Spoofing Vulnerability,CVE-2025-24996,6.5,25,LOW,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24996,LOW,not available
3/13/2025,Microsoft March Patch Tuesday: DirectX Graphics Kernel File Denial of Service Vulnerability,CVE-2025-24997,4.4,25,LOW,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24997,not available,not available
3/13/2025,Microsoft March Patch Tuesday: Visual Studio Elevation of Privilege Vulnerability,CVE-2025-24998,7.3,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-24998,not available,not available
3/13/2025,Microsoft March Patch Tuesday: Visual Studio Elevation of Privilege Vulnerability,CVE-2025-25003,7.3,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-25003,not available,not available
3/13/2025,Microsoft March Patch Tuesday: Windows Server Elevation of Privilege Vulnerability,CVE-2025-25008,7.1,25,LOW,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-25008,not available,not available
3/13/2025,Microsoft March Patch Tuesday: Azure Arc Installer Elevation of Privilege Vulnerability,CVE-2025-26627,7,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26627,not available,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Office Remote Code Execution Vulnerability,CVE-2025-26629,7.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26629,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Access Remote Code Execution Vulnerability,CVE-2025-26630,7.8,25,MEDIUM,Reported,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26630,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Visual Studio Code Elevation of Privilege Vulnerability,CVE-2025-26631,7.3,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26631,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Microsoft Management Console Security Feature Bypass Vulnerability,CVE-2025-26633,7,25,MEDIUM,Confirmed,Privately Held,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26633,MEDIUM,not available
3/13/2025,Microsoft March Patch Tuesday: Remote Desktop Client Remote Code Execution Vulnerability,CVE-2025-26645,8.8,25,MEDIUM,No Known,not available,,,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26645,MEDIUM,not available
3/13/2025,Zoom Multiple Products Multiple Security Bypass Vulnerabilities,CVE-2025-27440,8.5,,not available,not available,not available,,,"https://www.zoom.com/en/trust/security-bulletin/zsb-25010
https://www.zoom.com/en/trust/security-bulletin/zsb-25011
https://www.zoom.com/en/trust/security-bulletin/zsb-25012",MEDIUM,not available
3/13/2025,Zoom Multiple Products Multiple Security Bypass Vulnerabilities,CVE-2025-0151,8.5,,not available,not available,not available,,,"https://www.zoom.com/en/trust/security-bulletin/zsb-25010
https://www.zoom.com/en/trust/security-bulletin/zsb-25011
https://www.zoom.com/en/trust/security-bulletin/zsb-25012",MEDIUM,not available
3/13/2025,Zoom Multiple Products Multiple Security Bypass Vulnerabilities,CVE-2025-27439,8.5,,not available,not available,not available,,,"https://www.zoom.com/en/trust/security-bulletin/zsb-25010
https://www.zoom.com/en/trust/security-bulletin/zsb-25011
https://www.zoom.com/en/trust/security-bulletin/zsb-25012",MEDIUM,not available
3/13/2025,Red Hat update for libxml2,CVE-2024-56171,7.8,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2679,LOW,not available
3/13/2025,Red Hat update for libxml2,CVE-2025-24928,7.8,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2679,LOW,not available
3/13/2025,Cisco Multiple Aggregation Services Routers (ASR) Products IOS XR IPv4 Multicast Denial of Service Vulnerability,CVE-2025-20146,8.6,,not available,not available,not available,,,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-multicast-ERMrSvq7,LOW,not available
3/13/2025,PAN-OS GlobalProtect Denial of Service Vulnerability,CVE-2025-0114,5.9,,not available,not available,not available,,,https://security.paloaltonetworks.com/CVE-2025-0114,LOW,not available
3/13/2025,PAN-OS Arbitrary File Read Vulnerability,CVE-2025-0115,5.5,,not available,not available,not available,,,https://security.paloaltonetworks.com/CVE-2025-0115,LOW,not available
3/13/2025,Palo Alto Networks GlobalProtect for Windows Privilege Escalation Vulnerability,CVE-2025-0117,5.9,,not available,not available,not available,,,https://security.paloaltonetworks.com/CVE-2025-0117,MEDIUM,not available
3/13/2025,Cisco IOS XR BGP Denial of Service Vulnerability,CVE-2025-20115,8.6,,not available,not available,not available,,,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxr-bgp-dos-O7stePhX,LOW,not available
3/13/2025,Cisco IOS XR Egress ACL Security Bypass Vulnerability,CVE-2025-20145,5.8,,not available,not available,not available,,,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-modular-ACL-u5MEPXMm,LOW,not available
3/13/2025,Cisco Multiple Products IOS XR ACL Security Bypass Vulnerability,CVE-2025-20144,4,,not available,not available,not available,,,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ncs-hybridacl-crMZFfKQ,LOW,not available
3/13/2025,Cisco IOS XR CLI Privilege Escalation Vulnerability,CVE-2025-20138,8.8,,not available,not available,not available,,,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxr-priv-esc-GFQjxvOF,MEDIUM,not available
3/13/2025,Cisco Aggregation Services Routers (ASR) IOS XR Denial of Service Vulnerability,CVE-2025-20142,8.6,,not available,not available,not available,,,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ipv4uni-LfM3cfBu,LOW,not available
3/13/2025,Cisco IOS XR Route Processor Denial of Service Vulnerability,CVE-2025-20141,7.4,,not available,not available,not available,,,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-xr792-bWfVDPY,LOW,not available
3/13/2025,Cisco IOS XR IKEv2 Denial of Service Vulnerability,CVE-2025-20209,7.5,,not available,not available,not available,,,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-xrike-9wYGpRGq,LOW,not available
3/13/2025,PAN-OS Firewall LLDP Frame Denial of Service Vulnerability,CVE-2025-0116,4.3,,not available,not available,not available,,,https://security.paloaltonetworks.com/CVE-2025-0116,LOW,not available
3/13/2025,Palo Alto Networks GlobalProtect for Windows SAML Security Bypass Vulnerability,CVE-2025-0118,9.6,,not available,not available,not available,,,https://security.paloaltonetworks.com/CVE-2025-0118,LOW,not available
3/13/2025,Zoom Multiple Products Multiple Security Bypass Vulnerabilities,CVE-2025-27440,8.5,,not available,not available,not available,,,"https://www.zoom.com/en/trust/security-bulletin/zsb-25010
https://www.zoom.com/en/trust/security-bulletin/zsb-25011
https://www.zoom.com/en/trust/security-bulletin/zsb-25012",MEDIUM,not available
3/13/2025,Zoom Multiple Products Multiple Security Bypass Vulnerabilities,CVE-2025-0151,8.5,,not available,not available,not available,,,"https://www.zoom.com/en/trust/security-bulletin/zsb-25010
https://www.zoom.com/en/trust/security-bulletin/zsb-25011
https://www.zoom.com/en/trust/security-bulletin/zsb-25012",MEDIUM,not available
3/13/2025,Zoom Multiple Products Multiple Security Bypass Vulnerabilities,CVE-2025-27439,8.5,,not available,not available,not available,,,"https://www.zoom.com/en/trust/security-bulletin/zsb-25010
https://www.zoom.com/en/trust/security-bulletin/zsb-25011
https://www.zoom.com/en/trust/security-bulletin/zsb-25012",MEDIUM,not available
3/13/2025,SAP Fiori Security Bypass Vulnerability,CVE-2025-26660,4.3,,not available,not available,not available,,,https://support.sap.com/en/my-support/knowledge-base/security-notes-news/march-2025.html,LOW,not available
3/13/2025,Bitdefender BOX v1 Multiple Vulnerabilities,CVE-2024-13871,9.6,,not available,not available,not available,,,,MEDIUM,not available
3/13/2025,Bitdefender BOX v1 Multiple Vulnerabilities,CVE-2024-13872,9.6,,not available,not available,not available,,,,MEDIUM,not available
3/14/2025,Intel Processors Vulnerability in NetApp Products,CVE-2023-49141,7.8,,not available,not available,not available,,,https://security.netapp.com/advisory/ntap-20250314-0001,MEDIUM,not available
3/14/2025,Python Vulnerability in NetApp Products,CVE-2024-3220,4.6,,not available,not available,not available,,,https://security.netapp.com/advisory/ntap-20250314-0002,LOW,not available
3/14/2025,GNU Binutils Vulnerability in NetApp Products,CVE-2024-53589,8.4,,not available,not available,not available,,,https://security.netapp.com/advisory/ntap-20250314-0003,MEDIUM,not available
3/14/2025,Grafana Vulnerability in NetApp Products,CVE-2024-9264,9.9,,not available,not available,Publicly Available,,,https://security.netapp.com/advisory/ntap-20250314-0004,MEDIUM,not available
3/14/2025,Python Vulnerability in NetApp Products,CVE-2025-0938,6.8,,not available,not available,not available,,,https://security.netapp.com/advisory/ntap-20250314-0005,LOW,not available
3/14/2025,Vim Vulnerability in NetApp Products,CVE-2025-22134,4.2,,not available,not available,not available,,,https://security.netapp.com/advisory/ntap-20250314-0006,LOW,not available
3/14/2025,Vim Vulnerability in NetApp Products,CVE-2025-24014,4.2,,not available,not available,not available,,,https://security.netapp.com/advisory/ntap-20250314-0007,LOW,not available
3/14/2025,Ruby SAML Vulnerability in NetApp Products,CVE-2025-25291,9.1,,not available,not available,not available,,,https://security.netapp.com/advisory/ntap-20250314-0008,MEDIUM,not available
3/14/2025,Ruby SAML Vulnerability in NetApp Products,CVE-2025-25292,9.1,,not available,not available,not available,,,https://security.netapp.com/advisory/ntap-20250314-0009,MEDIUM,not available
3/14/2025,Ruby SAML Vulnerability in NetApp Products,CVE-2025-25293,7.5,,not available,not available,not available,,,https://security.netapp.com/advisory/ntap-20250314-0010,LOW,not available
3/14/2025,Gitlab Multiple Vulnerabilities,CVE-2024-12380,4.4,,not available,not available,not available,,,https://about.gitlab.com/releases/2025/03/12/patch-release-gitlab-17-9-2-released/,LOW,not available
3/14/2025,Gitlab Multiple Vulnerabilities,CVE-2024-8402,3.7,,not available,not available,not available,,,https://about.gitlab.com/releases/2025/03/12/patch-release-gitlab-17-9-2-released/,LOW,not available
3/14/2025,Gitlab Multiple Vulnerabilities,CVE-2025-0652,4.3,,not available,not available,not available,,,https://about.gitlab.com/releases/2025/03/12/patch-release-gitlab-17-9-2-released/,LOW,not available
3/14/2025,Gitlab Multiple Vulnerabilities,CVE-2024-13054,6.5,,not available,not available,not available,,,https://about.gitlab.com/releases/2025/03/12/patch-release-gitlab-17-9-2-released/,LOW,not available
3/14/2025,Gitlab Multiple Vulnerabilities,CVE-2025-27407,9,,not available,not available,not available,,,https://about.gitlab.com/releases/2025/03/12/patch-release-gitlab-17-9-2-released/,MEDIUM,not available
3/14/2025,Gitlab Multiple Vulnerabilities,CVE-2025-25291,9.1,,not available,not available,not available,,,https://about.gitlab.com/releases/2025/03/12/patch-release-gitlab-17-9-2-released/,MEDIUM,not available
3/14/2025,Gitlab Multiple Vulnerabilities,CVE-2025-1257,6.5,,not available,not available,not available,,,https://about.gitlab.com/releases/2025/03/12/patch-release-gitlab-17-9-2-released/,LOW,not available
3/14/2025,Gitlab Multiple Vulnerabilities,CVE-2025-25292,9.1,,not available,not available,not available,,,https://about.gitlab.com/releases/2025/03/12/patch-release-gitlab-17-9-2-released/,MEDIUM,not available
3/14/2025,Gitlab Multiple Vulnerabilities,CVE-2024-7296,2.7,,not available,not available,not available,,,https://about.gitlab.com/releases/2025/03/12/patch-release-gitlab-17-9-2-released/,LOW,not available
3/14/2025,Red Hat Update for krb5,CVE-2025-24528,not available,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2722,not available,not available
3/17/2025,,CVE-2025-24813,8.6,,not available,not available,not available,,,,MEDIUM,not available
3/18/2025,Red Hat update for thunderbird,CVE-2025-1938,6.5,,not available,not available,not available,,,"https://access.redhat.com/errata/RHSA-2025:2899
https://access.redhat.com/errata/RHSA-2025:2900",MEDIUM,not available
3/18/2025,Red Hat update for thunderbird,CVE-2025-1937,7.5,,not available,not available,not available,,,"https://access.redhat.com/errata/RHSA-2025:2899
https://access.redhat.com/errata/RHSA-2025:2900",MEDIUM,not available
3/18/2025,Red Hat update for tigervnc,CVE-2025-26599,7.8,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2862,MEDIUM,not available
3/18/2025,Red Hat update for tigervnc,CVE-2025-26601,7.8,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2862,MEDIUM,not available
3/18/2025,Red Hat update for tigervnc,CVE-2025-26597,7.8,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2862,MEDIUM,not available
3/18/2025,Red Hat update for tigervnc,CVE-2025-26596,7.8,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2862,MEDIUM,not available
3/18/2025,Red Hat update for tigervnc,CVE-2025-26600,7.8,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2862,MEDIUM,not available
3/18/2025,Red Hat update for tigervnc,CVE-2025-26594,7.8,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2862,MEDIUM,not available
3/18/2025,Red Hat update for tigervnc,CVE-2025-26595,7.8,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2862,MEDIUM,not available
3/18/2025,Red Hat update for tigervnc,CVE-2025-26598,7.8,,not available,not available,not available,,,https://access.redhat.com/errata/RHSA-2025:2862,MEDIUM,not available
3/18/2025,Red Hat update for webkit2gtk3,CVE-2025-24201,7.1,,MEDIUM,Confirmed,not available,,,"https://access.redhat.com/errata/RHSA-2025:2863
https://access.redhat.com/errata/RHSA-2025:2864",not available,not available
3/18/2025,SmartFabric OS10 Software Multiple Vulnerabilities,CVE-2024-48013,8.8,,not available,not available,not available,,,https://www.dell.com/support/kbdoc/en-us/000294091/dsa-2025-079-security-update-for-dell-networking-os10-vulnerabilities,MEDIUM,not available
3/18/2025,SmartFabric OS10 Software Multiple Vulnerabilities,CVE-2024-48015,6.7,,not available,not available,not available,,,https://www.dell.com/support/kbdoc/en-us/000294091/dsa-2025-079-security-update-for-dell-networking-os10-vulnerabilities,LOW,not available
3/18/2025,SmartFabric OS10 Software Multiple Vulnerabilities,CVE-2024-48017,6.5,,not available,not available,not available,,,https://www.dell.com/support/kbdoc/en-us/000294091/dsa-2025-079-security-update-for-dell-networking-os10-vulnerabilities,LOW,not available
3/18/2025,SmartFabric OS10 Software Multiple Vulnerabilities,CVE-2024-48828,5.5,,not available,not available,not available,,,https://www.dell.com/support/kbdoc/en-us/000294091/dsa-2025-079-security-update-for-dell-networking-os10-vulnerabilities,LOW,not available
3/18/2025,SmartFabric OS10 Software Multiple Vulnerabilities,CVE-2024-48830,7.8,,not available,not available,not available,,,https://www.dell.com/support/kbdoc/en-us/000294091/dsa-2025-079-security-update-for-dell-networking-os10-vulnerabilities,LOW,not available
3/18/2025,SmartFabric OS10 Software Multiple Vulnerabilities,CVE-2024-48831,8.4,,not available,not available,Trivial,,,https://www.dell.com/support/kbdoc/en-us/000294091/dsa-2025-079-security-update-for-dell-networking-os10-vulnerabilities,MEDIUM,not available
3/18/2025,SmartFabric OS10 Software Multiple Vulnerabilities,CVE-2024-49559,8.8,,not available,not available,not available,,,https://www.dell.com/support/kbdoc/en-us/000294091/dsa-2025-079-security-update-for-dell-networking-os10-vulnerabilities,MEDIUM,not available
3/18/2025,SmartFabric OS10 Software Multiple Vulnerabilities,CVE-2024-49561,7.8,,not available,not available,not available,,,https://www.dell.com/support/kbdoc/en-us/000294091/dsa-2025-079-security-update-for-dell-networking-os10-vulnerabilities,LOW,not available
3/25/2025,Citrix Session Recording,CVE-2024-8068,not available,,MEDIUM,Reported,Publicly Available,,,https://support.citrix.com/s/article/CTX691941-citrix-session-recording-security-bulletin-for-cve20248068-and-cve20248069?language=en_US,not available,not available
